Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
US20220113161A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220113161A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220113142A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220113142A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220113142A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220113142A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220113142A1,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US20220110262A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110262A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110262A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110262A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110262A1,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US20220110257A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110257A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110257A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110251A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110251A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110251A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110251A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110251A1,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US20220110256A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110256A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110256A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110256A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110253A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110253A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110253A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110253A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110254A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110254A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110254A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110254A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110247A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110247A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110247A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110247A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110249A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110249A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110249A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110249A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110246A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110246A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110246A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110246A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110241A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110241A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110241A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110241A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110237A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110237A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110237A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110237A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220110237A1,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US20220110236A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220110236A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220110236A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20220110236A1,APPLICATIONS,PREDICTIONS,YIELD,,
KR102383110B1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
KR102383110B1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
KR102383110B1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
KR102383110B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR102383110B1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
KR102383110B1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN114265453A,DATA ANALYTICS,IOT,,,
CN114265453A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN114265453A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN114265453A,PARAMETERS MONITORED,PLANT GROWTH,,,
IN202121048051A,DATA ANALYTICS,IOT,,,
IN202121048051A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202121048051A,PARAMETERS MONITORED,WEATHER,,,
WO2022058535A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
WO2022058535A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
WO2022058535A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
WO2022058535A1,PARAMETERS MONITORED,WEATHER,,,
CN114219227A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN114219227A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
AU2021103075A4,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
AU2021103075A4,DATA ANALYTICS,IOT,,,
AU2021103075A4,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
AU2021103075A4,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
AU2021103075A4,APPLICATIONS,PREDICTIONS,GROWTH,,
AU2021103075A4,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN114186423A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN114186423A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN114186423A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN114186423A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
US20220078963A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220078963A1,DATA ANALYTICS,IOT,,,
US20220078963A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
US20220078963A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220078963A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
US20220078963A1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
US20220078963A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220078963A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN114154824A,APPLICATIONS,PREDICTIONS,YIELD,,
CN114154824A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
CN114155214A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN114139790A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN114139790A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN114139790A,APPLICATIONS,PREDICTIONS,YIELD,,
CN114139790A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
CN114139790A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
US20220071081A1,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
US20220071081A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US20220071081A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20220067121A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220067121A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
US20220067121A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220067121A1,PARAMETERS MONITORED,WEATHER,,,
US20220067121A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20220067121A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
US20220067121A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220061236A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220061236A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
US20220061236A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20220061236A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US20220061236A1,PARAMETERS MONITORED,PLANT GROWTH,,,
US20220061236A1,PARAMETERS MONITORED,WEATHER,,,
US20220061236A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20220061236A1,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
US20220061236A1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
KR1020220022060A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
KR1020220022060A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
KR1020220022060A,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
KR1020220022060A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR1020220022060A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR1020220022060A,PARAMETERS MONITORED,PLANT GROWTH,,,
KR1020220022060A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
KR1020220022060A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
KR1020220022060A,APPLICATIONS,PREDICTIONS,GROWTH,,
IN202111054294A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202111054294A,DATA ANALYTICS,IOT,,,
IN202111054294A,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
IN202111054294A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN202111054294A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
IN202111054294A,PARAMETERS MONITORED,WEATHER,,,
IN202111054294A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
IN202111054294A,APPLICATIONS,PREDICTIONS,YIELD,,
CN114037464A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN114037464A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN114022231A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN114022231A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN114022231A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
IN202111059557A,DATA ANALYTICS,IOT,,,
IN202111059557A,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
IN202111059557A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN202111059557A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN202111059557A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
IN202111059557A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN114004458A,DATA ANALYTICS,IOT,,,
CN114004458A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN114004458A,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
CN114004458A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN114004458A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN114004458A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN114004458A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN114004458A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN113986998A,DATA ANALYTICS,IOT,,,
CN113986998A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113986998A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113986998A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113988780A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN113988780A,DATA ANALYTICS,IOT,,,
CN113988780A,DATA ANALYTICS,BLOCK CHAIN,,,
CN113988780A,DATA ANALYTICS,BIG DATA,,,
CN113988780A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113988780A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN113988780A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113988780A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
WO2022001812A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
WO2022001812A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2022001812A1,PARAMETERS MONITORED,PLANT GROWTH,,,
WO2022001812A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113988794A,DATA ANALYTICS,BIG DATA,,,
CN113988794A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN113988794A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113988794A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113988794A,APPLICATIONS,DATA REPRESENTATION,TABLES,,
WO2022020448A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
WO2022020448A1,PARAMETERS MONITORED,WEATHER,,,
WO2022020448A1,PARAMETERS MONITORED,OTHER PARAMETERS,,,
WO2022020448A1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
US20220022362A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220022362A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220022362A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220022362A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113947269A,DATA ANALYTICS,BIG DATA,,,
CN113947269A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113947269A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113947269A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113947269A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113947269A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN113947269A,APPLICATIONS,OTHER APPLICATIONS,,,
WO2022011236A3,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
WO2022011236A3,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2022011236A3,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
WO2022011236A3,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
CN113892369B,DATA ANALYTICS,IOT,,,
CN113892369B,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113892369B,PARAMETERS MONITORED,PLANT GROWTH,,,
US20220188854A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220188854A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20220188854A1,PARAMETERS MONITORED,PEST AND DISEASE,,,
US20220188854A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20200084963A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20200084963A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20200084963A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
US20200084963A1,APPLICATIONS,PREDICTIONS,YIELD,,
CN113884132A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN113884132A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN113884132A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113884132A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113884132A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN113884132A,PARAMETERS MONITORED,WEATHER,,,
WO2021252052A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
WO2021252052A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
WO2021252052A1,PARAMETERS MONITORED,PLANT GROWTH,,,
US20210386011A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210386011A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
US20210386011A1,COMMUNICATION TECHNOLOGIES,RF (RADIO FREQUENCY),,,
US20210386011A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20210386011A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US20210386011A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
EP3922092A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
EP3922092A1,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
EP3922092A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
EP3922092A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
EP3922092A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
EP3922092A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
EP3922092A1,PARAMETERS MONITORED,WEATHER,,,
CN113781551A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN113763132A,DATA ANALYTICS,BIG DATA,,,
CN113762788A,DATA ANALYTICS,IOT,,,
CN113762788A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113762788A,PARAMETERS MONITORED,WEATHER,,,
CN113762788A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN113762788A,APPLICATIONS,PREDICTIONS,YIELD,,
CN113762788A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN113762788A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
CN113762788A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113705947A,DATA ANALYTICS,BLOCK CHAIN,,,
CN113705947A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN113705947A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
US11185007B1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US11185007B1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US11185007B1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US11185007B1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
US11185007B1,APPLICATIONS,PREDICTIONS,GROWTH,,
US11185007B1,APPLICATIONS,PREDICTIONS,YIELD,,
CN214704450U,DATA ANALYTICS,IOT,,,
CN214704450U,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
AU2021103170A4,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
AU2021103170A4,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
AU2021103170A4,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
AU2021103170A4,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
AU2021103170A4,PARAMETERS MONITORED,PEST AND DISEASE,,,
AU2021103170A4,PARAMETERS MONITORED,PLANT GROWTH,,,
AU2021103170A4,PARAMETERS MONITORED,WEATHER,,,
AU2021103170A4,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
AU2021103170A4,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN113575389A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113575389A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113575389A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113570192A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN113570192A,DATA ANALYTICS,CLOUD COMPUTING,,,
CN113570192A,DATA ANALYTICS,IOT,,,
CN113570192A,DATA ANALYTICS,BIG DATA,,,
CN113570192A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113570192A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113570192A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN113570192A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113570192A,PARAMETERS MONITORED,FARM YIELD,,,
CN113570192A,PARAMETERS MONITORED,WEATHER,,,
CN113570192A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113570192A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113570192A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN113570192A,APPLICATIONS,PREDICTIONS,YIELD,,
CN113570192A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN113570192A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113538144A,DATA ANALYTICS,BLOCK CHAIN,,,
CN113538144A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113538144A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113538144A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN113538144A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN113537778A,DATA ANALYTICS,BLOCK CHAIN,,,
CN113537778A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113537778A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113537778A,APPLICATIONS,PREDICTIONS,YIELD,,
US20210321567A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210321567A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210321567A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
US20210321567A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20210321567A1,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
US20210321555A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210321555A1,DATA ANALYTICS,IOT,,,
US20210321555A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
US20210321555A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210321555A1,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN113505920B,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113505920B,PARAMETERS MONITORED,WEATHER,,,
CN113505920B,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113505920B,APPLICATIONS,PREDICTIONS,GROWTH,,
CN113505920B,APPLICATIONS,PREDICTIONS,YIELD,,
CN113505919B,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113505919B,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113505919B,APPLICATIONS,PREDICTIONS,YIELD,,
CN113505919B,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN113505918B,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113505918B,PARAMETERS MONITORED,WEATHER,,,
CN113505918B,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113505918B,APPLICATIONS,DATA REPRESENTATION,TABLES,,
CN113505918B,APPLICATIONS,PREDICTIONS,GROWTH,,
CN113505918B,APPLICATIONS,PREDICTIONS,YIELD,,
CN113505918B,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN113505918B,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
US20210315151A1,DATA ANALYTICS,IOT,,,
US20210315151A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
US20210315151A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20210315151A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
US20210315151A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210315151A1,PARAMETERS MONITORED,WEATHER,,,
US20210315151A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113487439A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113487439A,PARAMETERS MONITORED,FARM YIELD,,,
IN202141039835A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202141039835A,DATA ANALYTICS,IOT,,,
IN202141039835A,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
IN202141039835A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN202141039835A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202141039835A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
WO2021198389A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
WO2021198389A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2021198389A1,PARAMETERS MONITORED,PLANT GROWTH,,,
WO2021198389A1,PARAMETERS MONITORED,WEATHER,,,
WO2021198389A1,PARAMETERS MONITORED,OTHER PARAMETERS,,,
WO2021198389A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20210289701A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20210289701A1,PARAMETERS MONITORED,OTHER PARAMETERS,,,
US20210289701A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20210289701A1,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
CN113409265B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113409265B,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113409023A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN113409023A,DATA ANALYTICS,IOT,,,
