Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
CN111714616A,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
CN111714616A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111714616A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111714616A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN111714616A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
CN111714616A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111713509A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111713509A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111713509A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN111713509A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
FR3094013A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
FR3094013A1,APPLICATIONS,AGRICULTURE INDUSTRY,,,
FR3094013A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
FR3094013A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,AUTOIMMUNE DISEASE,
FR3094013A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
FR3094013A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
FR3094015A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
FR3094015A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
FR3094015A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,AUTOIMMUNE DISEASE,
FR3094015A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
FR3094015A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
FR3094014A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
FR3094014A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
FR3094014A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,AUTOIMMUNE DISEASE,
FR3094014A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
FR3094014A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
FR3093923A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
FR3093923A1,APPLICATIONS,AGRICULTURE INDUSTRY,,,
FR3093923A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
FR3093923A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,AUTOIMMUNE DISEASE,
FR3093923A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
FR3093923A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111676262A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111676262A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111676262A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111621288A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111621288A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111621288A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111607627A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111607627A,APPLICATIONS,AGRICULTURE INDUSTRY,,,
CN111607627A,APPLICATIONS,LIVESTOCK INDUSTRY,,,
CN111607627A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111607627A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN111607627A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111603410A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111603410A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111603410A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN111588673A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111588673A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111588673A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
RU2730457C1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
RU2730457C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
RU2730457C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111569046A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111569046A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111569046A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN111569046A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111568799A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111568799A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111568799A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN111557872A,FOCUS AREA,PEPTIDES,OLIGO-PEPTIDES,,
CN111557872A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111557872A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN115068634A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN115068634A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN115068634A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111549129A,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
CN111549129A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111549129A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN111548409A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111548409A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111548409A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN111529700A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111529700A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN111529700A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN111529700A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN111529700A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111533784A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111533784A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111533784A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN111533784A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20220008525A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20220008525A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20220008525A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,HEART DISEASE,
US20220008525A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20220008525A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20220008525A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
US20220008525A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20220008525A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN111518172A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111518172A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111518172A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN115093481A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN115093481A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
CN115093481A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN115093481A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111471086A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111471086A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111471086A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111471086A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
AU2020103549A4,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
AU2020103549A4,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
RU2727402C1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
RU2727402C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
RU2727402C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN111450199A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111450199A,APPLICATIONS,LIVESTOCK INDUSTRY,,,
CN111450199A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111450199A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN111450199A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111450261A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111450261A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111450261A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111450014A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111450014A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111450014A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
EP3680668A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
EP3680668A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
EP3680668A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
EP3680668A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,CANCER THERAPY,
CN111419785A,FOCUS AREA,PEPTIDES,OLIGO-PEPTIDES,,
CN111419785A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111419785A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
US20200390914A1,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
US20200390914A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20200390914A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20200390914A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
IN202011020473A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
IN202011020473A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
IN202011020473A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
IN202011020473A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20210030813A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20210030813A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20210030813A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20210030813A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20210030813A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210030813A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN111378011A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111378011A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111378011A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
JP2020103279A,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
JP2020103279A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
JP2020103279A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111374935A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111374935A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111363773A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111363773A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111363773A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111363014A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111363014A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111363014A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111363030A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111363030A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111363030A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111363023A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111363023A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111363023A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
CN111363023A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
AR117730A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
AR117730A1,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
AR117730A1,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
AR117730A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
AR117730A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,DIABETES,
AR117730A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111349147A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111349147A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111349147A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN111349147A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111349153A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111349153A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111346113A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111346113A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN111346113A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN111346113A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111349144A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111349144A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
CN111349144A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111349144A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
CN111349144A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111349145A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111349145A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111349145A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN111349145A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
CN111349145A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
DE102019207859A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
DE102019207859A1,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
DE102019207859A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
DE102019207859A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
DE102019207859A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
DE102019207859A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN111320675A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111320675A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111320675A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111303240A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111303240A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111298100A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111298100A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111298100A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN111298100A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111265421A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111265421A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111265421A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN111269916A,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
CN111269916A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111269291A,FOCUS AREA,PEPTIDES,OLIGO-PEPTIDES,,
CN111269291A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111269291A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111269289A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111269289A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111269289A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN111269289A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111253470A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111253470A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111253470A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN111253470A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111234007A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111234007A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111234007A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111228139A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111228139A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN111227257A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111227257A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111228508A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111228508A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111228508A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111228508A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN111228508A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN111228508A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111235154A,FOCUS AREA,OLIGONUCLEOTIDES/ NUCLEOTIDES,,,
CN111235154A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
CN111214644A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111214644A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN111214644A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20210403933A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20210403933A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN111172226A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111172226A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111172226A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN111172226A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111154823A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111154823A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111135290A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111135290A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN111138516A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111138516A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111138516A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111138514A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111138514A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111138514A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
DE102019202606A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
DE102019202606A1,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
DE102019202606A1,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
DE102019202606A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
DE102019202606A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,ALZHEIMER'S DISEASE,
DE102019202606A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
DE102019202606A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111097037A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111097037A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111097037A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN111097037A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111088309A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111088309A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111088309A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN111088309A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20200140858A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
